Post_ID,Brand_Name,Post_Type,Food_Category,Post_DateTime,Total_Likes,Total_Shares,Total_Comments,Reaction_Love,Reaction_Yummy,Reaction_Dislike,Post_Hour,Post_Day,Gender,Age_Group,Region,City_Tier,Total_Engagement,Engagement_Rate,Engagement_Category,Month,Month_Number,Quarter,Year,Is_Weekend,Day_Type,Is_Peak_Hour,Time_Period,Positive_Reactions,Sentiment_Score,Virality_Score,Virality_Category,Device_Type,Campaign_Type,Content_Theme,Share_Rate,Comment_Rate,Performance_Score,Performance_Category
POST_090,BurgerKing,Reel (Video),Fast Food,2025-12-25 16:54:25,3321,292,116,1446,915,48,16,Thursday,Male,18-24,North America,Tier 2,3729,3.73,High,December,12,Q4,2025,0,Weekday,0,Afternoon,2361,0.96,8.79,Low,Mobile,Paid,Indulgent,8.79,3.49,4429,Low
POST_091,TacoBell,Carousel,Street Food,2025-06-01 22:40:04,522,30,50,223,53,11,22,Sunday,Male,18-24,South America,Tier 2,602,0.6,Low,June,6,Q2,2025,1,Weekend,0,Evening,276,0.923,5.74,Low,Desktop,Paid,Authentic,5.74,9.56,712,Low
POST_092,KFC,Reel (Video),Beverages,2025-06-14 09:05:52,2707,364,101,1006,489,62,9,Saturday,Female,25-34,Asia,Tier 3,3172,3.17,High,June,6,Q2,2025,1,Weekend,0,Morning,1495,0.92,13.44,Medium,Tablet,Paid,Refreshing,13.44,3.73,4001,Low
POST_093,BurgerKing,Static Image,Healthy/Vegan,2025-11-06 22:45:40,2322,207,73,1248,505,35,22,Thursday,Female,18-24,Asia,Tier 1,2602,2.6,Medium,November,11,Q4,2025,0,Weekday,0,Evening,1753,0.961,8.91,Low,Mobile,Organic,Health-Conscious,8.91,3.14,3089,Low
POST_094,BurgerKing,Reel (Video),Fast Food,2025-05-22 15:52:56,2980,263,162,1308,561,79,15,Thursday,Female,25-34,Europe,Tier 1,3405,3.4,High,May,5,Q2,2025,0,Weekday,0,Afternoon,1869,0.919,8.82,Low,Mobile,Organic,Indulgent,8.82,5.43,4093,Low
POST_095,BurgerKing,Static Image,Healthy/Vegan,2025-11-11 08:49:31,415,65,38,127,88,12,8,Tuesday,Female,45-54,North America,Tier 2,518,0.52,Low,November,11,Q4,2025,0,Weekday,0,Morning,215,0.894,15.62,Medium,Mobile,Organic,Health-Conscious,15.62,9.13,686,Low
POST_096,KFC,Story,Desserts,2025-02-26 20:34:56,3293,404,174,1119,479,50,20,Wednesday,Female,25-34,North America,Tier 2,3871,3.87,High,February,2,Q1,2025,0,Weekday,1,Evening,1598,0.939,12.26,Medium,Desktop,Paid,Indulgent,12.26,5.28,4853,Low
POST_097,Subway,Story,Healthy/Vegan,2025-03-02 19:28:31,4104,242,221,1891,795,178,19,Sunday,Female,35-44,North America,Tier 1,4567,4.57,High,March,3,Q1,2025,1,Weekend,1,Evening,2686,0.876,5.9,Low,Mobile,Organic,Health-Conscious,5.9,5.38,5272,Medium
POST_098,Dominos,Carousel,Beverages,2025-04-26 21:21:57,3583,521,289,1219,613,92,21,Saturday,Male,18-24,North America,Tier 1,4393,4.39,High,April,4,Q2,2025,1,Weekend,1,Evening,1832,0.904,14.54,Medium,Mobile,Organic,Refreshing,14.54,8.06,5724,Medium
POST_099,KFC,Static Image,Healthy/Vegan,2025-08-27 12:21:10,888,71,34,403,178,43,12,Wednesday,Male,18-24,Asia,Tier 1,993,0.99,Low,August,8,Q3,2025,0,Weekday,1,Morning,581,0.862,7.99,Low,Desktop,Organic,Health-Conscious,7.99,3.82,1169,Low
POST_100,Subway,Static Image,Beverages,2025-03-10 22:35:36,3392,208,221,1852,1011,43,22,Monday,Male,18-24,Europe,Tier 3,3821,3.82,High,March,3,Q1,2025,0,Weekday,0,Evening,2863,0.97,6.13,Low,Mobile,Organic,Refreshing,6.13,6.51,4458,Low
POST_101,KFC,Static Image,Desserts,2026-01-30 12:23:07,2146,320,175,749,298,13,12,Friday,Male,18-24,North America,Tier 1,2641,2.64,Medium,January,1,Q1,2026,0,Weekday,1,Morning,1047,0.975,14.9,Medium,Desktop,Organic,Indulgent,14.9,8.15,3456,Low
POST_102,Starbucks,Story,Beverages,2025-08-30 12:04:49,3481,369,337,1739,722,21,12,Saturday,Female,18-24,Middle East,Tier 1,4187,4.19,High,August,8,Q3,2025,1,Weekend,1,Morning,2461,0.983,10.6,Medium,Mobile,Organic,Refreshing,10.6,9.68,5262,Medium
POST_103,KFC,Carousel,Healthy/Vegan,2025-07-26 12:44:45,1850,198,78,820,398,64,12,Saturday,Male,18-24,South America,Tier 1,2126,2.13,Medium,July,7,Q3,2025,1,Weekend,1,Morning,1218,0.9,10.7,Medium,Mobile,Paid,Health-Conscious,10.7,4.21,2600,Low
POST_104,Subway,Static Image,Beverages,2025-12-19 18:34:10,4891,387,244,1475,1408,16,18,Friday,Female,18-24,South America,Tier 1,5522,5.52,High,December,12,Q4,2025,0,Weekday,1,Afternoon,2883,0.989,7.91,Low,Mobile,Organic,Refreshing,7.91,4.99,6540,Medium
POST_105,TacoBell,Carousel,Beverages,2026-01-27 05:29:27,1941,163,105,1018,199,72,5,Tuesday,Female,18-24,Middle East,Tier 1,2209,2.21,Medium,January,1,Q1,2026,0,Weekday,0,Night,1217,0.888,8.39,Low,Desktop,Organic,Refreshing,8.39,5.41,2640,Low
POST_106,TacoBell,Reel (Video),Beverages,2025-07-25 15:58:15,4038,422,284,1590,645,176,15,Friday,Male,25-34,North America,Tier 2,4744,4.74,High,July,7,Q3,2025,0,Weekday,0,Afternoon,2235,0.854,10.45,Medium,Mobile,Organic,Refreshing,10.45,7.03,5872,Medium
POST_107,Dominos,Carousel,Beverages,2025-08-14 19:59:57,237,29,20,82,70,5,19,Thursday,Male,18-24,Europe,Tier 1,286,0.29,Low,August,8,Q3,2025,0,Weekday,1,Evening,152,0.936,12.18,Medium,Desktop,Organic,Refreshing,12.18,8.4,364,Low
POST_108,KFC,Static Image,Street Food,2025-07-23 11:34:42,2321,419,173,1087,571,39,11,Wednesday,Female,25-34,Asia,Tier 2,2913,2.91,Medium,July,7,Q3,2025,0,Weekday,1,Morning,1658,0.954,18.04,Medium,Desktop,Organic,Authentic,18.04,7.45,3924,Low
POST_109,Starbucks,Carousel,Fast Food,2025-04-09 16:46:26,3537,666,201,2077,845,104,16,Wednesday,Male,25-34,Asia,Tier 1,4404,4.4,High,April,4,Q2,2025,0,Weekday,0,Afternoon,2922,0.931,18.82,Medium,Mobile,Paid,Indulgent,18.82,5.68,5937,Medium
POST_110,Subway,Static Image,Street Food,2025-08-19 10:27:11,632,33,58,329,107,1,10,Tuesday,Male,35-44,North America,Tier 2,723,0.72,Low,August,8,Q3,2025,0,Weekday,0,Morning,436,0.995,5.21,Low,Tablet,Organic,Authentic,5.21,9.16,847,Low
POST_111,KFC,Static Image,Desserts,2025-05-04 05:18:24,2619,365,220,1546,368,72,5,Sunday,Male,18-24,Asia,Tier 3,3204,3.2,High,May,5,Q2,2025,1,Weekend,0,Night,1914,0.927,13.93,Medium,Mobile,Paid,Indulgent,13.93,8.4,4154,Low
POST_112,Starbucks,Carousel,Healthy/Vegan,2025-08-30 02:10:01,755,84,74,374,166,6,2,Saturday,Male,35-44,North America,Tier 2,913,0.91,Low,August,8,Q3,2025,1,Weekend,0,Night,540,0.978,11.11,Medium,Mobile,Organic,Health-Conscious,11.11,9.79,1155,Low
POST_113,Starbucks,Static Image,Fast Food,2025-07-22 22:38:40,3083,177,282,1693,865,74,22,Tuesday,Female,25-34,North America,Tier 2,3542,3.54,High,July,7,Q3,2025,0,Weekday,0,Evening,2558,0.944,5.74,Low,Mobile,Organic,Indulgent,5.74,9.14,4178,Low
POST_114,BurgerKing,Carousel,Beverages,2025-06-12 21:53:46,289,25,23,136,36,7,21,Thursday,Female,18-24,Europe,Tier 1,337,0.34,Low,June,6,Q2,2025,0,Weekday,1,Evening,172,0.922,8.62,Low,Desktop,Paid,Refreshing,8.62,7.93,410,Low
POST_115,BurgerKing,Reel (Video),Beverages,2025-04-03 12:41:34,5371,779,277,1762,1533,248,12,Thursday,Female,45-54,Europe,Tier 1,6427,6.43,High,April,4,Q2,2025,0,Weekday,1,Morning,3295,0.86,14.5,Medium,Mobile,Organic,Refreshing,14.5,5.16,8262,Medium
POST_116,KFC,Carousel,Fast Food,2025-12-08 08:45:29,1734,312,44,562,397,2,8,Monday,Female,45-54,Europe,Tier 2,2090,2.09,Medium,December,12,Q4,2025,0,Weekday,0,Morning,959,0.996,17.98,Medium,Mobile,Organic,Indulgent,17.98,2.54,2758,Low
POST_117,BurgerKing,Reel (Video),Fast Food,2025-09-03 21:28:58,6163,532,153,3446,1755,75,21,Wednesday,Female,18-24,North America,Tier 3,6848,6.85,High,September,9,Q3,2025,0,Weekday,1,Evening,5201,0.972,8.63,Low,Mobile,Organic,Indulgent,8.63,2.48,8065,Medium
POST_118,Subway,Story,Fast Food,2026-02-03 11:26:11,3149,205,255,1415,653,145,11,Tuesday,Male,18-24,South America,Tier 2,3609,3.61,High,February,2,Q1,2026,0,Weekday,1,Morning,2068,0.869,6.51,Low,Mobile,Organic,Indulgent,6.51,8.1,4274,Low
POST_119,TacoBell,Reel (Video),Healthy/Vegan,2025-05-02 12:33:32,5145,450,232,2412,1311,81,12,Friday,Female,35-44,North America,Tier 2,5827,5.83,High,May,5,Q2,2025,0,Weekday,1,Morning,3723,0.957,8.74,Low,Mobile,Paid,Health-Conscious,8.74,4.51,6959,Medium
POST_120,Subway,Reel (Video),Beverages,2026-01-14 09:12:03,4684,452,338,2764,675,17,9,Wednesday,Female,35-44,North America,Tier 2,5474,5.47,High,January,1,Q1,2026,0,Weekday,0,Morning,3439,0.99,9.65,Low,Desktop,Organic,Refreshing,9.65,7.21,6716,Medium
POST_121,KFC,Reel (Video),Desserts,2025-02-03 23:51:21,2023,181,67,873,214,32,23,Monday,Female,18-24,South America,Tier 1,2271,2.27,Medium,February,2,Q1,2025,0,Weekday,0,Evening,1087,0.943,8.94,Low,Desktop,Paid,Indulgent,8.94,3.31,2700,Low
POST_122,BurgerKing,Story,Street Food,2025-05-22 09:03:50,995,182,74,564,242,44,9,Thursday,Female,18-24,Middle East,Tier 1,1251,1.25,Medium,May,5,Q2,2025,0,Weekday,0,Morning,806,0.896,18.27,Medium,Mobile,Paid,Authentic,18.27,7.43,1689,Low
POST_123,Dominos,Static Image,Healthy/Vegan,2025-03-12 13:22:41,1958,267,52,943,232,10,13,Wednesday,Male,25-34,South America,Tier 2,2277,2.28,Medium,March,3,Q1,2025,0,Weekday,1,Afternoon,1175,0.983,13.63,Medium,Tablet,Organic,Health-Conscious,13.63,2.65,2863,Low
POST_124,TacoBell,Reel (Video),Street Food,2025-05-11 13:59:55,6504,590,466,3073,1065,324,13,Sunday,Male,25-34,Asia,Tier 3,7560,7.56,High,May,5,Q2,2025,1,Weekend,1,Afternoon,4138,0.855,9.07,Low,Mobile,Paid,Authentic,9.07,7.16,9206,Medium
POST_125,Subway,Reel (Video),Healthy/Vegan,2025-12-19 21:45:02,876,81,46,453,100,0,21,Friday,Male,25-34,Asia,Tier 1,1003,1.0,Medium,December,12,Q4,2025,0,Weekday,1,Evening,553,1.0,9.24,Low,Tablet,Organic,Health-Conscious,9.24,5.25,1211,Low
POST_126,TacoBell,Static Image,Desserts,2025-07-11 21:20:33,987,179,44,478,269,26,21,Friday,Male,25-34,Europe,Tier 2,1210,1.21,Medium,July,7,Q3,2025,0,Weekday,1,Evening,747,0.933,18.12,Medium,Mobile,Paid,Indulgent,18.12,4.45,1612,Low
POST_127,TacoBell,Story,Street Food,2025-03-12 11:30:18,1651,131,122,702,395,39,11,Wednesday,Female,25-34,North America,Tier 1,1904,1.9,Medium,March,3,Q1,2025,0,Weekday,1,Morning,1097,0.931,7.93,Low,Mobile,Organic,Authentic,7.93,7.38,2288,Low
POST_128,TacoBell,Reel (Video),Street Food,2026-01-27 02:31:14,2971,218,166,1620,509,138,2,Tuesday,Female,35-44,Europe,Tier 2,3355,3.36,High,January,1,Q1,2026,0,Weekday,0,Night,2129,0.878,7.34,Low,Mobile,Paid,Authentic,7.34,5.59,3957,Low
POST_129,TacoBell,Static Image,Desserts,2025-12-24 20:41:44,257,45,5,137,48,12,20,Wednesday,Male,18-24,Europe,Tier 1,307,0.31,Low,December,12,Q4,2025,0,Weekday,1,Evening,185,0.878,17.44,Medium,Desktop,Organic,Indulgent,17.44,1.94,402,Low
POST_130,Subway,Static Image,Street Food,2025-08-30 15:46:26,1206,212,111,441,189,15,15,Saturday,Female,18-24,North America,Tier 1,1529,1.53,Medium,August,8,Q3,2025,1,Weekend,0,Afternoon,630,0.953,17.56,Medium,Mobile,Organic,Authentic,17.56,9.2,2064,Low
POST_131,Subway,Reel (Video),Desserts,2025-06-14 21:15:15,1797,155,79,965,236,68,21,Saturday,Male,35-44,Asia,Tier 2,2031,2.03,Medium,June,6,Q2,2025,1,Weekend,1,Evening,1201,0.893,8.62,Low,Mobile,Organic,Indulgent,8.62,4.39,2420,Low
POST_132,TacoBell,Static Image,Desserts,2025-09-13 13:56:01,4114,365,325,1395,674,4,13,Saturday,Male,45-54,Europe,Tier 1,4804,4.8,High,September,9,Q3,2025,1,Weekend,1,Afternoon,2069,0.996,8.87,Low,Mobile,Paid,Indulgent,8.87,7.9,5859,Medium
POST_133,Dominos,Carousel,Healthy/Vegan,2025-08-08 10:22:18,1002,117,88,435,163,4,10,Friday,Male,25-34,North America,Tier 2,1207,1.21,Medium,August,8,Q3,2025,0,Weekday,0,Morning,598,0.987,11.67,Medium,Mobile,Organic,Health-Conscious,11.67,8.77,1529,Low
POST_134,Subway,Story,Street Food,2025-12-30 10:16:11,73,14,5,38,12,1,10,Tuesday,Male,25-34,North America,Tier 2,92,0.09,Low,December,12,Q4,2025,0,Weekday,0,Morning,50,0.961,18.92,Medium,Mobile,Organic,Authentic,18.92,6.76,125,Low
POST_135,Starbucks,Story,Street Food,2025-05-02 15:56:07,3842,447,337,2273,767,110,15,Friday,Female,18-24,Asia,Tier 3,4626,4.63,High,May,5,Q2,2025,0,Weekday,0,Afternoon,3040,0.93,11.63,Medium,Desktop,Paid,Authentic,11.63,8.77,5857,Medium
POST_136,Subway,Reel (Video),Street Food,2025-01-11 20:00:56,7458,866,286,2467,2180,203,20,Saturday,Male,25-34,North America,Tier 1,8610,8.61,High,January,1,Q1,2025,1,Weekend,1,Evening,4647,0.916,11.61,Medium,Desktop,Paid,Authentic,11.61,3.83,10628,Medium
POST_137,KFC,Reel (Video),Desserts,2025-04-05 05:21:16,3811,621,326,1711,740,87,5,Saturday,Female,25-34,South America,Tier 1,4758,4.76,High,April,4,Q2,2025,1,Weekend,0,Night,2451,0.931,16.29,Medium,Mobile,Paid,Indulgent,16.29,8.55,6326,Medium
POST_138,KFC,Carousel,Desserts,2026-01-27 21:47:57,3420,191,129,1657,343,56,21,Tuesday,Female,18-24,Europe,Tier 1,3740,3.74,High,January,1,Q1,2026,0,Weekday,1,Evening,2000,0.946,5.58,Low,Desktop,Paid,Indulgent,5.58,3.77,4251,Low
POST_139,Starbucks,Carousel,Desserts,2025-03-16 15:28:43,3533,676,85,1675,962,100,15,Sunday,Male,18-24,Europe,Tier 3,4294,4.29,High,March,3,Q1,2025,1,Weekend,0,Afternoon,2637,0.927,19.13,Medium,Mobile,Paid,Indulgent,19.13,2.41,5731,Medium
POST_140,TacoBell,Story,Beverages,2025-02-24 19:27:43,2404,178,180,1196,363,53,19,Monday,Other,25-34,Europe,Tier 3,2762,2.76,Medium,February,2,Q1,2025,0,Weekday,1,Evening,1559,0.934,7.4,Low,Desktop,Paid,Refreshing,7.4,7.48,3298,Low
POST_141,Starbucks,Story,Desserts,2025-11-03 22:12:30,4439,883,101,2159,546,28,22,Monday,Other,18-24,Asia,Tier 2,5423,5.42,High,November,11,Q4,2025,0,Weekday,0,Evening,2705,0.98,19.89,Medium,Desktop,Organic,Indulgent,19.89,2.27,7290,Medium
POST_142,TacoBell,Static Image,Fast Food,2025-08-09 12:24:42,3250,176,203,1859,926,145,12,Saturday,Male,25-34,North America,Tier 2,3629,3.63,High,August,8,Q3,2025,1,Weekend,1,Morning,2785,0.901,5.41,Low,Mobile,Organic,Indulgent,5.41,6.24,4184,Low
POST_143,Dominos,Reel (Video),Beverages,2025-05-25 05:04:28,412,31,20,154,95,9,5,Sunday,Female,18-24,Asia,Tier 2,463,0.46,Low,May,5,Q2,2025,1,Weekend,0,Night,249,0.93,7.51,Low,Desktop,Paid,Refreshing,7.51,4.84,545,Low
POST_144,BurgerKing,Story,Healthy/Vegan,2025-03-25 18:01:29,671,58,30,299,179,9,18,Tuesday,Male,25-34,Europe,Tier 2,759,0.76,Low,March,3,Q1,2025,0,Weekday,1,Afternoon,478,0.963,8.63,Low,Mobile,Organic,Health-Conscious,8.63,4.46,905,Low
POST_145,BurgerKing,Story,Beverages,2025-03-12 07:13:41,1626,307,78,973,430,2,7,Wednesday,Male,18-24,North America,Tier 1,2011,2.01,Medium,March,3,Q1,2025,0,Weekday,0,Morning,1403,0.997,18.87,Medium,Mobile,Organic,Refreshing,18.87,4.79,2703,Low
POST_146,Dominos,Story,Beverages,2025-12-27 05:58:26,3458,635,323,1355,447,149,5,Saturday,Male,45-54,South America,Tier 2,4416,4.42,High,December,12,Q4,2025,1,Weekend,0,Night,1802,0.847,18.36,Medium,Desktop,Organic,Refreshing,18.36,9.34,6009,Medium
POST_147,Starbucks,Carousel,Fast Food,2026-01-21 12:01:49,2367,139,146,1310,685,79,12,Wednesday,Female,25-34,Asia,Tier 1,2652,2.65,Medium,January,1,Q1,2026,0,Weekday,1,Morning,1995,0.924,5.87,Low,Mobile,Paid,Indulgent,5.87,6.17,3076,Low
POST_148,BurgerKing,Static Image,Fast Food,2025-09-17 13:01:26,1394,88,70,511,216,61,13,Wednesday,Female,35-44,Asia,Tier 2,1552,1.55,Medium,September,9,Q3,2025,0,Weekday,1,Afternoon,727,0.845,6.31,Low,Mobile,Organic,Indulgent,6.31,5.02,1798,Low
POST_149,TacoBell,Story,Fast Food,2025-06-20 19:31:08,2212,260,130,730,222,24,19,Friday,Male,35-44,South America,Tier 2,2602,2.6,Medium,June,6,Q2,2025,0,Weekday,1,Evening,952,0.951,11.75,Medium,Mobile,Organic,Indulgent,11.75,5.87,3252,Low
POST_150,Subway,Reel (Video),Fast Food,2025-06-01 12:55:05,6711,1037,576,3782,1994,9,12,Sunday,Male,25-34,South America,Tier 2,8324,8.32,High,June,6,Q2,2025,1,Weekend,1,Morning,5776,0.997,15.45,Medium,Desktop,Organic,Indulgent,15.45,8.58,10974,Medium
POST_151,Dominos,Static Image,Fast Food,2025-10-18 10:15:55,499,68,34,185,73,23,10,Saturday,Female,18-24,Asia,Tier 1,601,0.6,Low,October,10,Q4,2025,1,Weekend,0,Morning,258,0.836,13.6,Medium,Mobile,Organic,Indulgent,13.6,6.8,771,Low
POST_152,TacoBell,Story,Healthy/Vegan,2025-11-07 02:13:11,1994,233,83,1170,388,52,2,Friday,Male,25-34,Asia,Tier 1,2310,2.31,Medium,November,11,Q4,2025,0,Weekday,0,Night,1558,0.935,11.68,Medium,Mobile,Organic,Health-Conscious,11.68,4.16,2859,Low
POST_153,Dominos,Story,Street Food,2025-11-20 00:33:19,2834,227,79,1632,614,85,0,Thursday,Male,25-34,Asia,Tier 1,3140,3.14,High,November,11,Q4,2025,0,Weekday,0,Night,2246,0.927,8.01,Low,Desktop,Organic,Authentic,8.01,2.79,3673,Low
POST_154,BurgerKing,Carousel,Fast Food,2025-10-25 12:07:27,3971,691,285,2222,758,177,12,Saturday,Female,35-44,Asia,Tier 1,4947,4.95,High,October,10,Q4,2025,1,Weekend,1,Morning,2980,0.888,17.4,Medium,Desktop,Organic,Indulgent,17.4,7.18,6614,Medium
POST_155,Starbucks,Static Image,Healthy/Vegan,2025-10-10 13:24:46,4102,676,193,1396,1159,197,13,Friday,Other,25-34,Asia,Tier 1,4971,4.97,High,October,10,Q4,2025,0,Weekday,1,Afternoon,2555,0.857,16.48,Medium,Mobile,Paid,Health-Conscious,16.48,4.7,6516,Medium
POST_156,TacoBell,Static Image,Street Food,2025-03-09 23:04:09,367,33,17,192,100,17,23,Sunday,Male,18-24,Asia,Tier 3,417,0.42,Low,March,3,Q1,2025,1,Weekend,0,Evening,292,0.89,8.97,Low,Mobile,Organic,Authentic,8.97,4.62,500,Low
POST_157,Subway,Carousel,Healthy/Vegan,2025-01-01 10:03:36,4655,282,186,1681,519,192,10,Wednesday,Female,18-24,North America,Tier 2,5123,5.12,High,January,1,Q1,2025,0,Weekday,0,Morning,2200,0.839,6.06,Low,Mobile,Paid,Health-Conscious,6.06,3.99,5873,Medium
POST_158,Subway,Story,Beverages,2025-03-02 03:05:08,867,110,43,301,156,2,3,Sunday,Female,25-34,South America,Tier 1,1020,1.02,Medium,March,3,Q1,2025,1,Weekend,0,Night,457,0.991,12.67,Medium,Mobile,Paid,Refreshing,12.67,4.95,1283,Low
POST_159,BurgerKing,Reel (Video),Fast Food,2025-10-27 12:27:06,3040,440,131,931,746,48,12,Monday,Male,25-34,South America,Tier 1,3611,3.61,High,October,10,Q4,2025,0,Weekday,1,Morning,1677,0.944,14.47,Medium,Mobile,Organic,Indulgent,14.47,4.31,4622,Low
POST_160,Starbucks,Carousel,Healthy/Vegan,2025-10-26 10:00:06,1130,167,48,615,231,17,10,Sunday,Female,25-34,North America,Tier 1,1345,1.34,Medium,October,10,Q4,2025,1,Weekend,0,Morning,846,0.961,14.77,Medium,Desktop,Paid,Health-Conscious,14.77,4.24,1727,Low
POST_161,Subway,Reel (Video),Healthy/Vegan,2025-10-25 06:06:10,1737,130,59,938,364,6,6,Saturday,Male,25-34,Asia,Tier 2,1926,1.93,Medium,October,10,Q4,2025,1,Weekend,0,Night,1302,0.991,7.48,Low,Mobile,Organic,Health-Conscious,7.48,3.39,2245,Low
POST_162,Starbucks,Static Image,Street Food,2025-11-01 12:18:44,4942,791,487,1723,870,237,12,Saturday,Female,55+,North America,Tier 2,6220,6.22,High,November,11,Q4,2025,1,Weekend,1,Morning,2593,0.833,16.0,Medium,Mobile,Paid,Authentic,16.0,9.85,8289,Medium
POST_163,TacoBell,Story,Healthy/Vegan,2025-11-02 04:53:32,2339,334,68,1236,335,91,4,Sunday,Female,25-34,North America,Tier 3,2741,2.74,Medium,November,11,Q4,2025,1,Weekend,0,Night,1571,0.89,14.27,Medium,Mobile,Organic,Health-Conscious,14.27,2.91,3477,Low
POST_164,Subway,Story,Fast Food,2025-12-05 17:38:45,1604,249,33,825,176,36,17,Friday,Female,18-24,Asia,Tier 1,1886,1.89,Medium,December,12,Q4,2025,0,Weekday,0,Afternoon,1001,0.931,15.51,Medium,Desktop,Paid,Indulgent,15.51,2.06,2417,Low
POST_165,Starbucks,Reel (Video),Beverages,2025-07-20 12:51:21,7308,780,220,3844,1355,220,12,Sunday,Male,18-24,North America,Tier 3,8308,8.31,High,July,7,Q3,2025,1,Weekend,1,Morning,5199,0.919,10.67,Medium,Mobile,Organic,Refreshing,10.67,3.01,10088,Medium
POST_166,Subway,Static Image,Desserts,2025-07-07 22:57:31,2418,265,133,1391,642,47,22,Monday,Female,18-24,Asia,Tier 3,2816,2.82,Medium,July,7,Q3,2025,0,Weekday,0,Evening,2033,0.955,10.95,Medium,Tablet,Organic,Indulgent,10.95,5.5,3479,Low
POST_167,KFC,Static Image,Fast Food,2025-05-15 09:21:24,4615,571,273,2657,1381,24,9,Thursday,Male,18-24,Asia,Tier 1,5459,5.46,High,May,5,Q2,2025,0,Weekday,0,Morning,4038,0.988,12.37,Medium,Mobile,Organic,Indulgent,12.37,5.91,6874,Medium
POST_168,KFC,Carousel,Beverages,2026-01-30 09:40:22,815,148,57,289,169,26,9,Friday,Male,18-24,Europe,Tier 3,1020,1.02,Medium,January,1,Q1,2026,0,Weekday,0,Morning,458,0.893,18.14,Medium,Mobile,Paid,Refreshing,18.14,6.99,1373,Low
POST_169,TacoBell,Static Image,Desserts,2025-10-06 09:48:48,3604,353,152,1745,664,34,9,Monday,Male,18-24,North America,Tier 1,4109,4.11,High,October,10,Q4,2025,0,Weekday,0,Morning,2409,0.972,9.79,Low,Mobile,Paid,Indulgent,9.79,4.22,4967,Low
POST_170,TacoBell,Carousel,Fast Food,2025-12-28 20:58:25,3997,749,180,1850,470,39,20,Sunday,Female,18-24,North America,Tier 2,4926,4.93,High,December,12,Q4,2025,1,Weekend,1,Evening,2320,0.967,18.73,Medium,Mobile,Organic,Indulgent,18.73,4.5,6604,Medium
POST_171,BurgerKing,Story,Desserts,2025-06-09 05:55:29,3048,338,203,971,400,142,5,Monday,Female,18-24,Asia,Tier 1,3589,3.59,High,June,6,Q2,2025,0,Weekday,0,Night,1371,0.812,11.09,Medium,Mobile,Organic,Indulgent,11.09,6.66,4468,Low
POST_172,TacoBell,Carousel,Fast Food,2025-02-11 07:36:03,1309,151,73,698,240,14,7,Tuesday,Male,45-54,Middle East,Tier 3,1533,1.53,Medium,February,2,Q1,2025,0,Weekday,0,Morning,938,0.971,11.53,Medium,Mobile,Organic,Indulgent,11.53,5.57,1908,Low
POST_173,KFC,Carousel,Healthy/Vegan,2025-02-12 00:29:51,2891,470,238,1375,293,8,0,Wednesday,Female,18-24,Asia,Tier 3,3599,3.6,High,February,2,Q1,2025,0,Weekday,0,Night,1668,0.99,16.25,Medium,Mobile,Paid,Health-Conscious,16.25,8.23,4777,Low
POST_174,Starbucks,Story,Fast Food,2025-12-22 19:19:13,4128,297,363,2283,864,177,19,Monday,Male,25-34,North America,Tier 2,4788,4.79,High,December,12,Q4,2025,0,Weekday,1,Evening,3147,0.894,7.19,Low,Desktop,Organic,Indulgent,7.19,8.79,5745,Medium
POST_175,KFC,Story,Fast Food,2025-01-30 15:51:10,84,6,4,33,22,2,15,Thursday,Female,25-34,Asia,Tier 2,94,0.09,Low,January,1,Q1,2025,0,Weekday,0,Afternoon,55,0.93,7.06,Low,Mobile,Paid,Indulgent,7.06,4.71,110,Low
POST_176,Starbucks,Carousel,Street Food,2025-01-29 05:26:45,655,34,22,216,97,16,5,Wednesday,Male,55+,Europe,Tier 1,711,0.71,Low,January,1,Q1,2025,0,Weekday,0,Night,313,0.903,5.18,Low,Desktop,Organic,Authentic,5.18,3.35,801,Low
POST_177,Starbucks,Static Image,Fast Food,2025-11-24 13:07:35,3182,555,163,1841,488,93,13,Monday,Female,18-24,Asia,Tier 1,3900,3.9,High,November,11,Q4,2025,0,Weekday,1,Afternoon,2329,0.923,17.44,Medium,Mobile,Organic,Indulgent,17.44,5.12,5173,Medium
POST_178,BurgerKing,Reel (Video),Street Food,2025-04-17 01:55:09,7372,1054,644,3894,1382,246,1,Thursday,Male,25-34,North America,Tier 1,9070,9.07,High,April,4,Q2,2025,0,Weekday,0,Night,5276,0.911,14.3,Medium,Mobile,Organic,Authentic,14.3,8.73,11822,Medium
POST_179,Starbucks,Static Image,Healthy/Vegan,2025-06-29 16:42:58,2897,328,231,1165,842,96,16,Sunday,Female,55+,Asia,Tier 1,3456,3.46,High,June,6,Q2,2025,1,Weekend,0,Afternoon,2007,0.909,11.32,Medium,Mobile,Organic,Health-Conscious,11.32,7.97,4343,Low
POST_180,Subway,Static Image,Healthy/Vegan,2025-12-21 21:21:24,4796,733,421,2533,1266,182,21,Sunday,Male,45-54,Europe,Tier 2,5950,5.95,High,December,12,Q4,2025,1,Weekend,1,Evening,3799,0.909,15.28,Medium,Mobile,Organic,Health-Conscious,15.28,8.78,7837,Medium
